DateTime,temp,wx_phrase,dewPt,heat_index,rh,pressure,vis,wc,wdir_cardinal,wspd,uv_desc,feels_like,uv_index,clds
2024-07-11 00:00:00,81.19,2,75.32,87.15,85.34,29.76,5.94,81.19,15,5.18,1,87.15,-0.28,0
2024-07-11 00:30:00,81.2,2,75.45,87.28,85.41,29.76,5.82,81.2,15,4.92,1,87.28,-0.07,1
2024-07-11 01:00:00,81.05,2,75.42,87.15,84.5,29.76,5.66,81.05,14,4.58,1,87.15,0.21,1
2024-07-11 01:30:00,81.13,2,75.39,87.31,84.02,29.76,5.47,81.13,14,4.57,1,87.31,0.36,1
2024-07-11 02:00:00,81.27,3,75.49,87.66,83.93,29.76,5.44,81.27,13,4.59,1,87.66,0.58,1
2024-07-11 02:30:00,81.45,3,75.45,87.84,83.26,29.77,5.4,81.45,13,4.5,1,87.84,0.84,1
2024-07-11 03:00:00,81.93,4,75.54,88.68,82.16,29.77,5.34,81.93,13,4.23,1,88.68,1.06,1
2024-07-11 03:30:00,82.52,5,75.44,89.76,79.75,29.77,5.36,82.52,13,4.48,1,89.76,1.57,1
2024-07-11 04:00:00,83.26,3,75.26,91.0,77.21,29.77,5.5,83.26,12,4.29,2,91.0,2.35,1
2024-07-11 04:30:00,83.76,3,75.3,91.77,76.95,29.78,5.59,83.76,12,4.71,2,91.77,3.09,1
2024-07-11 05:00:00,84.62,4,75.24,92.9,75.4,29.78,5.75,84.62,12,5.29,1,92.9,3.93,1
2024-07-11 05:30:00,85.16,4,75.28,93.99,74.47,29.78,5.83,85.16,12,5.56,2,93.99,4.44,2
2024-07-11 06:00:00,85.66,5,75.46,95.24,73.79,29.78,5.9,85.66,12,5.67,2,95.24,4.94,1
2024-07-11 06:30:00,86.55,5,75.58,96.65,73.4,29.78,5.94,86.55,12,6.14,2,96.65,5.48,1
2024-07-11 07:00:00,87.45,5,75.78,98.39,70.9,29.78,6.03,87.45,12,6.78,2,98.39,6.26,1
2024-07-11 07:30:00,88.22,5,75.66,99.32,67.63,29.76,6.02,88.22,13,7.91,2,99.32,6.75,2
2024-07-11 08:00:00,88.9,5,75.74,100.51,65.83,29.76,6.06,88.9,13,8.5,2,100.51,7.25,2
2024-07-11 08:30:00,89.41,6,75.68,101.12,63.41,29.75,6.09,89.41,12,8.77,2,101.12,7.41,2
2024-07-11 09:00:00,89.71,7,75.46,101.04,62.88,29.74,6.06,89.71,12,9.53,2,101.04,7.29,2
2024-07-11 09:30:00,90.01,7,75.5,101.42,62.24,29.73,6.01,90.01,12,9.95,2,101.42,6.88,2
2024-07-11 10:00:00,90.31,7,75.38,101.52,60.52,29.71,5.99,90.31,12,10.07,2,101.52,6.28,1
2024-07-11 10:30:00,90.5,6,75.29,101.73,59.96,29.71,6.04,90.5,12,10.11,2,101.73,5.74,1
2024-07-11 11:00:00,90.44,6,75.28,101.62,59.47,29.7,6.04,90.44,12,10.32,2,101.62,4.87,1
2024-07-11 11:30:00,90.07,6,75.27,100.93,61.39,29.7,6.04,90.07,12,10.71,2,100.93,4.08,1
2024-07-11 12:00:00,90.03,6,75.23,100.65,61.7,29.7,6.02,90.03,11,10.58,2,100.65,3.42,2
2024-07-11 12:30:00,89.75,4,75.17,100.04,62.9,29.69,6.05,89.75,12,10.19,2,100.04,2.65,1
2024-07-11 13:00:00,89.32,4,75.49,99.77,65.56,29.7,6.05,89.32,12,9.89,2,99.77,1.75,1
2024-07-11 13:30:00,88.97,4,75.4,99.27,66.11,29.7,6.0,88.97,12,9.91,2,99.27,1.34,1
2024-07-11 14:00:00,88.32,4,75.55,98.72,67.3,29.71,6.0,88.32,12,10.02,2,98.72,0.89,1
2024-07-11 14:30:00,87.58,5,75.4,97.3,69.35,29.72,5.89,87.58,12,9.68,2,97.3,0.52,2
2024-07-11 15:00:00,86.52,5,75.51,95.92,72.08,29.73,5.74,86.52,12,9.25,2,95.92,0.37,1
2024-07-11 15:30:00,85.82,5,75.49,94.78,72.85,29.73,5.79,85.82,12,8.73,2,94.78,0.14,1
2024-07-11 16:00:00,85.26,4,75.55,94.19,73.89,29.74,5.87,85.26,13,8.63,1,94.19,0.0,1
2024-07-11 16:30:00,84.98,3,75.41,93.5,75.17,29.75,5.84,84.98,13,8.07,2,93.5,0.12,1
2024-07-11 17:00:00,84.71,3,75.32,92.97,74.57,29.76,5.93,84.71,13,7.62,1,92.97,0.17,1
2024-07-11 17:30:00,84.08,3,75.53,92.35,76.82,29.76,5.89,84.08,13,7.61,1,92.35,0.25,1
2024-07-11 18:00:00,83.58,3,75.84,91.98,79.79,29.77,5.84,83.58,13,7.51,1,91.98,0.09,1
2024-07-11 18:30:00,83.23,3,75.86,91.5,80.54,29.77,5.86,83.23,13,7.28,1,91.5,0.23,1
2024-07-11 19:00:00,83.13,3,75.88,91.29,81.97,29.77,5.87,83.13,12,7.19,1,91.29,0.36,1
2024-07-11 19:30:00,82.86,3,75.88,90.98,82.01,29.77,5.94,82.86,12,7.16,1,90.98,0.29,1
2024-07-11 20:00:00,82.58,2,76.09,90.58,84.24,29.77,5.9,82.58,12,6.95,1,90.58,0.21,1
2024-07-11 20:30:00,82.24,2,76.2,90.12,84.34,29.77,5.86,82.24,12,6.68,1,90.12,0.45,1
2024-07-11 21:00:00,82.34,3,76.15,90.02,83.74,29.77,5.88,82.34,12,6.44,1,90.02,0.38,1
2024-07-11 21:30:00,82.19,3,76.23,89.84,84.68,29.76,5.93,82.19,12,6.23,1,89.84,0.28,1
2024-07-11 22:00:00,81.86,3,76.28,89.26,86.3,29.76,5.89,81.86,12,6.18,1,89.26,0.1,1
2024-07-11 22:30:00,81.74,3,76.38,89.09,87.7,29.76,5.81,81.74,12,5.97,1,89.09,0.01,1
2024-07-11 23:00:00,81.9,3,76.49,89.42,87.02,29.76,5.78,81.9,13,5.61,1,89.42,0.1,1
2024-07-11 23:30:00,81.64,3,76.37,88.77,87.04,29.75,5.75,81.64,14,5.27,1,88.77,0.03,1
2024-07-12 00:00:00,81.28,3,76.53,88.28,89.3,29.75,5.61,81.28,14,5.17,1,88.28,-0.12,1
2024-07-12 00:30:00,81.25,3,76.37,88.19,86.39,29.75,5.55,81.25,14,4.9,2,88.19,0.14,1
2024-07-12 01:00:00,81.16,4,76.37,88.07,86.26,29.75,5.46,81.16,13,4.7,2,88.07,0.33,1
2024-07-12 01:30:00,81.3,3,76.31,88.26,86.56,29.75,5.29,81.3,13,4.83,2,88.26,0.54,1
2024-07-12 02:00:00,81.4,3,76.33,88.51,86.32,29.76,5.18,81.4,12,4.76,2,88.51,0.8,1
2024-07-12 02:30:00,81.71,4,76.25,88.89,85.09,29.76,5.21,81.71,13,4.71,2,88.89,1.04,1
2024-07-12 03:00:00,82.13,4,76.22,89.38,84.04,29.76,5.16,82.13,13,4.39,1,89.38,1.32,1
2024-07-12 03:30:00,83.03,5,76.0,90.8,81.24,29.76,5.23,83.03,12,4.63,1,90.8,1.8,1
2024-07-12 04:00:00,83.47,4,75.92,91.5,79.0,29.76,5.42,83.47,11,4.71,2,91.5,2.63,1
2024-07-12 04:30:00,84.08,4,75.86,92.44,77.43,29.77,5.54,84.08,12,5.16,2,92.44,3.19,1
2024-07-12 05:00:00,84.58,4,75.91,93.2,78.93,29.78,5.64,84.58,12,5.58,2,93.2,3.97,2
2024-07-12 05:30:00,85.26,5,75.98,94.49,78.25,29.77,5.73,85.26,12,5.75,2,94.49,4.55,2
